Region,Country,Indicator,Input,Date
Asia-Pacific,Nauru,Ratification of Optional Protocol (OPCAT),1.0,2013-01-01
Asia-Pacific,Nepal,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,New Zealand,Ratification of Optional Protocol (OPCAT),1.0,2007-01-01
Asia-Pacific,Niue,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Palau,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Papua New Guinea,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Pakistan,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Philippines,Ratification of Optional Protocol (OPCAT),1.0,2012-01-01
Asia-Pacific,Republic of Korea,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Samoa,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Solomon Islands,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Singapore,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Sri Lanka,Ratification of Optional Protocol (OPCAT),1.0,2017-01-01
Asia-Pacific,Tajikistan,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Thailand,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Timor-Leste,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Tonga,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Turkmenistan,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Tuvalu,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Uzbekistan,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Vanuatu,Ratification of Optional Protocol (OPCAT),0.0,
Asia-Pacific,Viet Nam,Ratification of Optional Protocol (OPCAT),0.0,
Americas,Antigua and Barbuda,Submission of initial report to CAT ,0.0,
Americas,Argentina,Submission of initial report to CAT ,1.0,1992-01-01
Americas,Bahamas,Submission of initial report to CAT ,0.0,
Americas,Barbados,Submission of initial report to CAT ,0.0,
Americas,Belize,Submission of initial report to CAT ,0.0,
Americas,Bolivia,Submission of initial report to CAT ,1.0,1992-01-01
Americas,Brazil,Submission of initial report to CAT ,1.0,2000-01-01
Americas,Canada,Submission of initial report to CAT ,1.0,1989-01-01
Americas,Chile,Submission of initial report to CAT ,1.0,1992-01-01
Americas,Colombia,Submission of initial report to CAT ,1.0,1995-01-01
Americas,Costa Rica,Submission of initial report to CAT ,1.0,2000-01-01
Americas,Cuba,Submission of initial report to CAT ,1.0,1996-01-01
Americas,Dominica,Submission of initial report to CAT ,0.0,
Americas,Dominican Republic,Submission of initial report to CAT ,0.0,
Americas,Ecuador,Submission of initial report to CAT ,1.0,1993-01-01
Americas,El Salvador,Submission of initial report to CAT ,1.0,1999-01-01
Americas,Grenada,Submission of initial report to CAT ,0.0,
Americas,Guatemala,Submission of initial report to CAT ,1.0,1994-01-01
Americas,Guyana,Submission of initial report to CAT ,1.0,1989-01-01
Americas,Haiti,Submission of initial report to CAT ,0.0,
Americas,Honduras,Submission of initial report to CAT ,1.0,2008-01-01
Americas,Jamaica,Submission of initial report to CAT ,0.0,
Americas,Mexico,Submission of initial report to CAT ,1.0,1992-01-01
Americas,Nicaragua,Submission of initial report to CAT ,1.0,2007-01-01
Americas,Panama,Submission of initial report to CAT ,1.0,1992-01-01
Americas,Paraguay,Submission of initial report to CAT ,1.0,1993-01-01
Americas,Peru,Submission of initial report to CAT ,1.0,2004-01-01
Americas,Saint Kitts and Nevis,Submission of initial report to CAT ,0.0,
Americas,Saint Lucia,Submission of initial report to CAT ,0.0,
Americas,Saint Vincent and the Grenadines,Submission of initial report to CAT ,0.0,
Americas,Suriname,Submission of initial report to CAT ,0.0,
Americas,Trinidad and Tobago,Submission of initial report to CAT ,0.0,
Americas,United States,Submission of initial report to CAT ,1.0,1999-01-01
Americas,Uruguay,Submission of initial report to CAT ,1.0,1996-01-01
Americas,Venezuela,Submission of initial report to CAT ,1.0,1999-01-01
Africa,Algeria,Submission of initial report to CAT ,1.0,1996-01-01
Africa,Angola,Submission of initial report to CAT ,1.0,2024-01-01
Africa,Benin,Submission of initial report to CAT ,1.0,1996-01-01
Africa,Botswana,Submission of initial report to CAT ,1.0,2022-01-01
Africa,Burkina Faso,Submission of initial report to CAT ,1.0,2012-01-01
Africa,Burundi,Submission of initial report to CAT ,1.0,2005-01-01
Africa,Cabo Verde,Submission of initial report to CAT ,1.0,2017-01-01
Africa,Cameroon,Submission of initial report to CAT ,1.0,1999-01-01
Africa,Central African Republic,Submission of initial report to CAT ,0.0,
Africa,Chad,Submission of initial report to CAT ,1.0,2008-01-01
Africa,Comoros,Submission of initial report to CAT ,0.0,
Africa,Congo,Submission of initial report to CAT ,1.0,2014-01-01
Africa,Cote d'Ivoire,Submission of initial report to CAT ,1.0,2024-01-01
Africa,Democratic Republic of the Congo,Submission of initial report to CAT ,1.0,2005-01-01
Africa,Djibouti,Submission of initial report to CAT ,1.0,2010-01-01
Africa,Equatorial Guinea,Submission of initial report to CAT ,0.0,
Africa,Eritrea,Submission of initial report to CAT ,0.0,
Africa,Ethiopia,Submission of initial report to CAT ,1.0,2009-01-01
Africa,Gabon,Submission of initial report to CAT ,1.0,2011-01-01
Africa,Gambia,Submission of initial report to CAT ,0.0,
Africa,Ghana,Submission of initial report to CAT ,1.0,2009-01-01
Africa,Guinea,Submission of initial report to CAT ,1.0,2014-01-01
Africa,Guinea-Bissau,Submission of initial report to CAT ,0.0,
Africa,Kenya,Submission of initial report to CAT ,1.0,2007-01-01
Africa,Lesotho,Submission of initial report to CAT ,0.0,
Africa,Liberia,Submission of initial report to CAT ,0.0,
Africa,Madagascar,Submission of initial report to CAT ,1.0,2010-01-01
Africa,Malawi,Submission of initial report to CAT ,0.0,
Africa,Mali,Submission of initial report to CAT ,0.0,
Africa,Mauritania,Submission of initial report to CAT ,1.0,2011-01-01
Africa,Mozambique,Submission of initial report to CAT ,1.0,2011-01-01
Africa,Namibia,Submission of initial report to CAT ,1.0,1996-01-01
Africa,Niger,Submission of initial report to CAT ,1.0,2018-01-01
Africa,Nigeria,Submission of initial report to CAT ,0.0,
Africa,Rwanda,Submission of initial report to CAT ,1.0,2011-01-01
Africa,Sao Tome and Principe,Submission of initial report to CAT ,0.0,
Africa,Senegal,Submission of initial report to CAT ,1.0,1995-01-01
Africa,Seychelles,Submission of initial report to CAT ,1.0,2018-01-01
Africa,Sierra Leone,Submission of initial report to CAT ,1.0,2013-01-01
Africa,Somalia,Submission of initial report to CAT ,0.0,
Africa,South Sudan,Submission of initial report to CAT ,0.0,
Africa,Sudan,Submission of initial report to CAT ,0.0,
Africa,Swaziland,Submission of initial report to CAT ,0.0,
Africa,Uganda,Submission of initial report to CAT ,1.0,2004-01-01
Africa,United Republic of Tanzania,Submission of initial report to CAT ,0.0,
Africa,Zambia,Submission of initial report to CAT ,1.0,2000-01-01
Africa,Zimbabwe,Submission of initial report to CAT ,0.0,
Africa,Mauritius,Submission of initial report to CAT ,1.0,1995-01-01
Africa,South Africa,Submission of initial report to CAT ,1.0,2005-01-01
Africa,Togo,Submission of initial report to CAT ,1.0,2005-01-01
Europe,Albania,Submission of initial report to CAT ,1.0,2003-01-01
Europe,Andorra,Submission of initial report to CAT ,1.0,2012-01-01
Europe,Austria,Submission of initial report to CAT ,1.0,1998-01-01
Europe,Armenia,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Belarus,Submission of initial report to CAT ,1.0,1993-01-01
Europe,Belgium,Submission of initial report to CAT ,1.0,2001-01-01
Europe,Bulgaria,Submission of initial report to CAT ,1.0,1998-01-01
Europe,Croatia,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Cyprus,Submission of initial report to CAT ,1.0,1993-01-01
Europe,France,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Czech Republic,Submission of initial report to CAT ,1.0,1994-01-01
Europe,Denmark,Submission of initial report to CAT ,1.0,1992-01-01
Europe,Estonia,Submission of initial report to CAT ,1.0,2001-01-01
Europe,Finland,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Georgia,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Germany,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Greece,Submission of initial report to CAT ,1.0,1993-01-01
Europe,Holy See,Submission of initial report to CAT ,1.0,2012-01-01
Europe,Hungary,Submission of initial report to CAT ,1.0,1993-01-01
Europe,Iceland,Submission of initial report to CAT ,1.0,1998-01-01
Europe,Italy,Submission of initial report to CAT ,1.0,1998-01-01
Europe,Ireland,Submission of initial report to CAT ,1.0,2009-01-01
Europe,Latvia,Submission of initial report to CAT ,1.0,2002-01-01
Europe,Liechtenstein,Submission of initial report to CAT ,1.0,1994-01-01
Europe,Lithuania,Submission of initial report to CAT ,1.0,2002-01-01
Europe,Luxembourg,Submission of initial report to CAT ,1.0,1998-01-01
Europe,North Macedonia,Submission of initial report to CAT ,1.0,1998-01-01
Europe,Romania,Submission of initial report to CAT ,1.0,2019-01-01
Europe,San Marino,Submission of initial report to CAT ,0.0,
Europe,Serbia,Submission of initial report to CAT ,1.0,1998-01-01
Europe,Slovakia,Submission of initial report to CAT ,1.0,2000-01-01
Europe,Slovenia,Submission of initial report to CAT ,1.0,1999-01-01
Europe,Spain,Submission of initial report to CAT ,1.0,1992-01-01
Europe,Sweden,Submission of initial report to CAT ,1.0,1992-01-01
Europe,Switzerland,Submission of initial report to CAT ,1.0,1989-01-01
Europe,United Kingdom,Submission of initial report to CAT ,1.0,1989-01-01
Europe,Malta,Submission of initial report to CAT ,1.0,1996-01-01
Europe,Monaco,Submission of initial report to CAT ,1.0,1994-01-01
Europe,Montenegro,Submission of initial report to CAT ,1.0,2006-01-01
Europe,Netherlands,Submission of initial report to CAT ,1.0,1990-01-01
Europe,Norway,Submission of initial report to CAT ,1.0,1992-01-01
Europe,Poland,Submission of initial report to CAT ,1.0,1993-01-01
Europe,Portugal,Submission of initial report to CAT ,1.0,1993-01-01
Europe,Republic of Moldova,Submission of initial report to CAT ,1.0,2001-01-01
Europe,Russia,Submission of initial report to CAT ,1.0,1988-01-01
Europe,Turkey,Submission of initial report to CAT ,1.0,2001-01-01
Europe,Ukraine,Submission of initial report to CAT ,1.0,1990-01-01
Middle East,Bahrain,Submission of initial report to CAT ,1.0,2004-01-01
Middle East,Egypt,Submission of initial report to CAT ,1.0,1993-01-01
Middle East,Iran,Submission of initial report to CAT ,0.0,
Middle East,Iraq,Submission of initial report to CAT ,1.0,2014-01-01
Middle East,Israel,Submission of initial report to CAT ,1.0,1994-01-01
Middle East,Jordan,Submission of initial report to CAT ,1.0,1994-01-01
Middle East,Kuwait,Submission of initial report to CAT ,1.0,1997-01-01
Middle East,Lebanon,Submission of initial report to CAT ,1.0,2016-01-01
Middle East,Libya,Submission of initial report to CAT ,1.0,1992-01-01
Middle East,Morocco,Submission of initial report to CAT ,1.0,1992-01-01
Middle East,State of Palestine,Submission of initial report to CAT ,1.0,2019-01-01
Middle East,Oman,Submission of initial report to CAT ,0.0,
Middle East,Qatar,Submission of initial report to CAT ,1.0,2005-01-01
Middle East,Saudi Arabia,Submission of initial report to CAT ,1.0,2001-01-01
Middle East,Syria ,Submission of initial report to CAT ,1.0,2001-01-01
Middle East,Tunisia,Submission of initial report to CAT ,1.0,1997-01-01
Middle East,United Arab Emirates,Submission of initial report to CAT ,1.0,2018-01-01
Middle East,Yemen,Submission of initial report to CAT ,1.0,2002-01-01
Asia-Pacific,Afghanistan,Submission of initial report to CAT ,1.0,1993-01-01
Asia-Pacific,Australia,Submission of initial report to CAT ,1.0,2000-01-01
Asia-Pacific,Azerbaijan,Submission of initial report to CAT ,1.0,1998-01-01
Asia-Pacific,Bangladesh,Submission of initial report to CAT ,1.0,2019-01-01
Asia-Pacific,Bhutan,Submission of initial report to CAT ,0.0,
Asia-Pacific,Brunei Darussalam,Submission of initial report to CAT ,0.0,
Asia-Pacific,Cambodia,Submission of initial report to CAT ,1.0,2002-01-01
Asia-Pacific,China,Submission of initial report to CAT ,1.0,1989-01-01
Asia-Pacific,Cook Islands,Submission of initial report to CAT ,0.0,
Asia-Pacific,Fiji,Submission of initial report to CAT ,0.0,
Asia-Pacific,Democratic People's Republic of Korea,Submission of initial report to CAT ,0.0,
Asia-Pacific,India,Submission of initial report to CAT ,0.0,
Asia-Pacific,Indonesia,Submission of initial report to CAT ,1.0,2001-01-01
Asia-Pacific,Japan,Submission of initial report to CAT ,1.0,2005-01-01
Asia-Pacific,Kazakhstan,Submission of initial report to CAT ,1.0,2000-01-01
Asia-Pacific,Kiribati,Submission of initial report to CAT ,1.0,2023-01-01
Asia-Pacific,Kyrgyzstan,Submission of initial report to CAT ,1.0,1999-01-01
Asia-Pacific,Lao People's Democratic Republic,Submission of initial report to CAT ,0.0,
Asia-Pacific,Marshall Islands,Submission of initial report to CAT ,0.0,
Asia-Pacific,Malaysia,Submission of initial report to CAT ,0.0,
Asia-Pacific,Maldives,Submission of initial report to CAT ,1.0,2017-01-01
Asia-Pacific,Micronesia,Submission of initial report to CAT ,0.0,
Asia-Pacific,Mongolia,Submission of initial report to CAT ,1.0,2015-01-01
Asia-Pacific,Myanmar,Submission of initial report to CAT ,0.0,
Asia-Pacific,Nauru,Submission of initial report to CAT ,0.0,
Asia-Pacific,Nepal,Submission of initial report to CAT ,1.0,1993-01-01
Asia-Pacific,New Zealand,Submission of initial report to CAT ,1.0,1992-01-01
Asia-Pacific,Niue,Submission of initial report to CAT ,0.0,
Asia-Pacific,Palau,Submission of initial report to CAT ,0.0,
Asia-Pacific,Papua New Guinea,Submission of initial report to CAT ,0.0,
Asia-Pacific,Pakistan,Submission of initial report to CAT ,1.0,2016-01-01
Asia-Pacific,Philippines,Submission of initial report to CAT ,1.0,2008-01-01
Asia-Pacific,Republic of Korea,Submission of initial report to CAT ,1.0,1996-01-01
Asia-Pacific,Samoa,Submission of initial report to CAT ,0.0,
Asia-Pacific,Solomon Islands,Submission of initial report to CAT ,0.0,
Asia-Pacific,Singapore,Submission of initial report to CAT ,0.0,
Asia-Pacific,Sri Lanka,Submission of initial report to CAT ,1.0,1997-01-01
Asia-Pacific,Tajikistan,Submission of initial report to CAT ,1.0,2005-01-01
Asia-Pacific,Thailand,Submission of initial report to CAT ,1.0,2013-01-01
Asia-Pacific,Timor-Leste,Submission of initial report to CAT ,1.0,2013-01-01
Asia-Pacific,Tonga,Submission of initial report to CAT ,0.0,
Asia-Pacific,Turkmenistan,Submission of initial report to CAT ,1.0,2010-01-01
Asia-Pacific,Tuvalu,Submission of initial report to CAT ,0.0,
Asia-Pacific,Uzbekistan,Submission of initial report to CAT ,1.0,1999-01-01
Asia-Pacific,Vanuatu,Submission of initial report to CAT ,0.0,
Asia-Pacific,Viet Nam,Submission of initial report to CAT ,1.0,2017-01-01
Americas,Antigua and Barbuda,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Argentina,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Bahamas,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Barbados,Prohibition of torture in the constitution ,1.0,2007-01-01
Americas,Belize,Prohibition of torture in the constitution ,1.0,2011-01-01
Americas,Bolivia,Prohibition of torture in the constitution ,1.0,2009-01-01
Americas,Brazil,Prohibition of torture in the constitution ,1.0,1988-01-01
Americas,Canada,Prohibition of torture in the constitution ,0.0,
Americas,Chile,Prohibition of torture in the constitution ,1.0,2023-01-01
Americas,Colombia,Prohibition of torture in the constitution ,1.0,1995-01-01
Americas,Costa Rica,Prohibition of torture in the constitution ,1.0,2022-01-01
Americas,Cuba,Prohibition of torture in the constitution ,1.0,2019-01-10
Americas,Dominica,Prohibition of torture in the constitution ,1.0,1991-01-01
Americas,Dominican Republic,Prohibition of torture in the constitution ,1.0,2015-01-01
Americas,Ecuador,Prohibition of torture in the constitution ,1.0,2008-01-01
Americas,El Salvador,Prohibition of torture in the constitution ,1.0,2003-01-01
Americas,Grenada,Prohibition of torture in the constitution ,1.0,1991-01-01
Americas,Guatemala,Prohibition of torture in the constitution ,1.0,1985-01-01
Americas,Guyana,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Haiti,Prohibition of torture in the constitution ,1.0,1987-01-01
Americas,Honduras,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Jamaica,Prohibition of torture in the constitution ,1.0,2011-01-01
Americas,Mexico,Prohibition of torture in the constitution ,1.0,2008-01-01
Americas,Nicaragua,Prohibition of torture in the constitution ,1.0,1987-01-01
Americas,Panama,Prohibition of torture in the constitution ,0.0,
Americas,Paraguay,Prohibition of torture in the constitution ,1.0,1992-01-01
Americas,Peru,Prohibition of torture in the constitution ,1.0,1993-01-01
Americas,Saint Kitts and Nevis,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Saint Lucia,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Saint Vincent and the Grenadines,Prohibition of torture in the constitution ,1.0,1984-01-01
Americas,Suriname,Prohibition of torture in the constitution ,1.0,1987-01-01
Americas,Trinidad and Tobago,Prohibition of torture in the constitution ,0.0,
Americas,United States,Prohibition of torture in the constitution ,0.0,
Americas,Uruguay,Prohibition of torture in the constitution ,0.0,
Americas,Venezuela,Prohibition of torture in the constitution ,1.0,1999-01-01
Africa,Algeria,Prohibition of torture in the constitution ,1.0,2020-01-01
Africa,Angola,Prohibition of torture in the constitution ,1.0,2010-01-01
Africa,Benin,Prohibition of torture in the constitution ,1.0,1990-01-01
Africa,Botswana,Prohibition of torture in the constitution ,1.0,1996-01-01
Africa,Burkina Faso,Prohibition of torture in the constitution ,1.0,1991-01-01
Africa,Burundi,Prohibition of torture in the constitution ,1.0,2018-01-01
Africa,Cabo Verde,Prohibition of torture in the constitution ,1.0,1992-01-01
Africa,Cameroon,Prohibition of torture in the constitution ,1.0,1984-01-01
Africa,Central African Republic,Prohibition of torture in the constitution ,1.0,2016-01-01
Africa,Chad,Prohibition of torture in the constitution ,1.0,2018-01-01
Africa,Comoros,Prohibition of torture in the constitution ,1.0,2018-01-01
Africa,Congo,Prohibition of torture in the constitution ,1.0,2015-01-01
Africa,Cote d'Ivoire,Prohibition of torture in the constitution ,1.0,2016-01-01
Africa,Democratic Republic of the Congo,Prohibition of torture in the constitution ,1.0,2011-01-01
Africa,Djibouti,Prohibition of torture in the constitution ,1.0,1992-01-01
Africa,Equatorial Guinea,Prohibition of torture in the constitution ,0.0,
Africa,Eritrea,Prohibition of torture in the constitution ,1.0,1997-01-01
Africa,Ethiopia,Prohibition of torture in the constitution ,1.0,1994-01-01
Africa,Gabon,Prohibition of torture in the constitution ,1.0,1991-01-01
Africa,Gambia,Prohibition of torture in the constitution ,1.0,1996-01-01
Africa,Ghana,Prohibition of torture in the constitution ,1.0,1996-01-01
Africa,Guinea,Prohibition of torture in the constitution ,1.0,2010-01-01
Africa,Guinea-Bissau,Prohibition of torture in the constitution ,1.0,1996-01-01
Africa,Kenya,Prohibition of torture in the constitution ,1.0,2010-01-01
Africa,Lesotho,Prohibition of torture in the constitution ,1.0,1993-01-01
Africa,Liberia,Prohibition of torture in the constitution ,1.0,1986-01-01
Africa,Madagascar,Prohibition of torture in the constitution ,1.0,2010-01-01
Africa,Malawi,Prohibition of torture in the constitution ,1.0,1994-01-01
Africa,Mali,Prohibition of torture in the constitution ,1.0,1992-01-01
Africa,Mauritania,Prohibition of torture in the constitution ,1.0,2012-01-01
Africa,Mozambique,Prohibition of torture in the constitution ,1.0,2004-01-01
Africa,Namibia,Prohibition of torture in the constitution ,1.0,1990-01-01
Africa,Niger,Prohibition of torture in the constitution ,1.0,2010-01-01
Africa,Nigeria,Prohibition of torture in the constitution ,1.0,1999-01-01
Africa,Rwanda,Prohibition of torture in the constitution ,1.0,2003-01-01
Africa,Sao Tome and Principe,Prohibition of torture in the constitution ,1.0,2003-01-01
Africa,Senegal,Prohibition of torture in the constitution ,1.0,2016-01-01
Africa,Seychelles,Prohibition of torture in the constitution ,1.0,2017-01-01
Africa,Sierra Leone,Prohibition of torture in the constitution ,1.0,2013-01-01
Africa,Somalia,Prohibition of torture in the constitution ,1.0,2012-01-01
Africa,South Sudan,Prohibition of torture in the constitution ,1.0,2013-01-01
Africa,Sudan,Prohibition of torture in the constitution ,1.0,2019-01-01
Africa,Swaziland,Prohibition of torture in the constitution ,1.0,2005-01-01
Africa,Uganda,Prohibition of torture in the constitution ,1.0,1995-01-01
Africa,United Republic of Tanzania,Prohibition of torture in the constitution ,1.0,2005-01-01
Africa,Zambia,Prohibition of torture in the constitution ,1.0,2016-01-01
Africa,Zimbabwe,Prohibition of torture in the constitution ,1.0,2017-01-01
Africa,Mauritius,Prohibition of torture in the constitution ,1.0,1984-01-01
Africa,South Africa,Prohibition of torture in the constitution ,1.0,1996-01-01
Africa,Togo,Prohibition of torture in the constitution ,1.0,2007-01-01
Europe,Albania,Prohibition of torture in the constitution ,1.0,1998-01-01
Europe,Andorra,Prohibition of torture in the constitution ,1.0,1993-01-01
Europe,Austria,Prohibition of torture in the constitution ,0.0,
Europe,Armenia,Prohibition of torture in the constitution ,1.0,1995-01-01
Europe,Belarus,Prohibition of torture in the constitution ,1.0,2004-01-01
Europe,Belgium,Prohibition of torture in the constitution ,0.0,
Europe,Bulgaria,Prohibition of torture in the constitution ,1.0,1991-01-01
Europe,Croatia,Prohibition of torture in the constitution ,1.0,1991-01-01
Europe,Cyprus,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,France,Prohibition of torture in the constitution ,0.0,
Europe,Czech Republic,Prohibition of torture in the constitution ,1.0,1993-01-01
Europe,Denmark,Prohibition of torture in the constitution ,0.0,
Europe,Estonia,Prohibition of torture in the constitution ,1.0,1992-01-01
Europe,Finland,Prohibition of torture in the constitution ,1.0,1999-01-01
Europe,Georgia,Prohibition of torture in the constitution ,1.0,1995-01-01
Europe,Germany,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Greece,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Holy See,Prohibition of torture in the constitution ,0.0,
Europe,Hungary,Prohibition of torture in the constitution ,1.0,2011-01-01
Europe,Iceland,Prohibition of torture in the constitution ,1.0,1991-01-01
Europe,Italy,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Ireland,Prohibition of torture in the constitution ,0.0,
Europe,Latvia,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Liechtenstein,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Lithuania,Prohibition of torture in the constitution ,1.0,1992-01-01
Europe,Luxembourg,Prohibition of torture in the constitution ,0.0,
Europe,North Macedonia,Prohibition of torture in the constitution ,1.0,1991-01-01
Europe,Romania,Prohibition of torture in the constitution ,1.0,1991-01-01
Europe,San Marino,Prohibition of torture in the constitution ,0.0,
Europe,Serbia,Prohibition of torture in the constitution ,1.0,2006-01-01
Europe,Slovakia,Prohibition of torture in the constitution ,1.0,1992-01-01
Europe,Slovenia,Prohibition of torture in the constitution ,1.0,1991-01-01
Europe,Spain,Prohibition of torture in the constitution ,1.0,2011-01-01
Europe,Sweden,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Switzerland,Prohibition of torture in the constitution ,1.0,1999-01-01
Europe,United Kingdom,Prohibition of torture in the constitution ,1.0,1998-01-01
Europe,Malta,Prohibition of torture in the constitution ,0.0,
Europe,Monaco,Prohibition of torture in the constitution ,0.0,
Europe,Montenegro,Prohibition of torture in the constitution ,1.0,2007-01-01
Europe,Netherlands,Prohibition of torture in the constitution ,0.0,
Europe,Norway,Prohibition of torture in the constitution ,1.0,2016-01-01
Europe,Poland,Prohibition of torture in the constitution ,1.0,1997-01-01
Europe,Portugal,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Republic of Moldova,Prohibition of torture in the constitution ,1.0,1994-01-01
Europe,Russia,Prohibition of torture in the constitution ,1.0,1993-01-01
Europe,Turkey,Prohibition of torture in the constitution ,1.0,1984-01-01
Europe,Ukraine,Prohibition of torture in the constitution ,1.0,1996-01-01
Middle East,Bahrain,Prohibition of torture in the constitution ,1.0,2002-01-01
Middle East,Egypt,Prohibition of torture in the constitution ,1.0,2014-01-01
Middle East,Iran,Prohibition of torture in the constitution ,1.0,1984-01-01
Middle East,Iraq,Prohibition of torture in the constitution ,1.0,2005-01-01
Middle East,Israel,Prohibition of torture in the constitution ,0.0,
Middle East,Jordan,Prohibition of torture in the constitution ,1.0,2011-01-01
Middle East,Kuwait,Prohibition of torture in the constitution ,1.0,2012-01-01
Middle East,Lebanon,Prohibition of torture in the constitution ,0.0,
Middle East,Libya,Prohibition of torture in the constitution ,1.0,2011-01-01
Middle East,Morocco,Prohibition of torture in the constitution ,1.0,2011-01-01
Middle East,State of Palestine,Prohibition of torture in the constitution ,1.0,2003-01-01
Middle East,Oman,Prohibition of torture in the constitution ,1.0,1996-01-01
Middle East,Qatar,Prohibition of torture in the constitution ,1.0,2003-01-01
Middle East,Saudi Arabia,Prohibition of torture in the constitution ,0.0,
Middle East,Syria ,Prohibition of torture in the constitution ,1.0,2012-01-01
Middle East,Tunisia,Prohibition of torture in the constitution ,1.0,2014-01-01
Middle East,United Arab Emirates,Prohibition of torture in the constitution ,1.0,1996-01-01
Middle East,Yemen,Prohibition of torture in the constitution ,1.0,2015-01-01
Asia-Pacific,Afghanistan,Prohibition of torture in the constitution ,1.0,2004-01-01
Asia-Pacific,Australia,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Azerbaijan,Prohibition of torture in the constitution ,1.0,1995-01-01
Asia-Pacific,Bangladesh,Prohibition of torture in the constitution ,1.0,1986-01-01
Asia-Pacific,Bhutan,Prohibition of torture in the constitution ,1.0,2008-01-01
Asia-Pacific,Brunei Darussalam,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Cambodia,Prohibition of torture in the constitution ,1.0,1993-01-01
Asia-Pacific,China,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Cook Islands,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Fiji,Prohibition of torture in the constitution ,1.0,2013-01-01
Asia-Pacific,Democratic People's Republic of Korea,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,India,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Indonesia,Prohibition of torture in the constitution ,1.0,2000-01-01
Asia-Pacific,Japan,Prohibition of torture in the constitution ,1.0,1984-01-01
Asia-Pacific,Kazakhstan,Prohibition of torture in the constitution ,1.0,1995-01-01
Asia-Pacific,Kiribati,Prohibition of torture in the constitution ,1.0,1995-01-01
Asia-Pacific,Kyrgyzstan,Prohibition of torture in the constitution ,1.0,2010-01-01
Asia-Pacific,Lao People's Democratic Republic,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Marshall Islands,Prohibition of torture in the constitution ,1.0,1995-01-01
Asia-Pacific,Malaysia,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Maldives,Prohibition of torture in the constitution ,1.0,2008-01-01
Asia-Pacific,Micronesia,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Mongolia,Prohibition of torture in the constitution ,1.0,1992-01-01
Asia-Pacific,Myanmar,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Nauru,Prohibition of torture in the constitution ,1.0,2016-01-01
Asia-Pacific,Nepal,Prohibition of torture in the constitution ,1.0,2015-01-01
Asia-Pacific,New Zealand,Prohibition of torture in the constitution ,1.0,1984-01-01
Asia-Pacific,Niue,Prohibition of torture in the constitution ,0.0,
Asia-Pacific,Palau,Prohibition of torture in the constitution ,1.0,1992-01-01
Asia-Pacific,Papua New Guinea,Prohibition of torture in the constitution ,1.0,2013-01-01
Asia-Pacific,Pakistan,Prohibition of torture in the constitution ,1.0,2002-01-01
